typification	typificationLabel
Q63028	http://specimens.kew.org/herbarium/K000780081: isotype of Acacia karina Maslin & Buscumb
Q63029	8563652b-89e6-4ad3-adc8-e87a3bc5d8bc: isotype of Acacia karina Maslin & Buscumb
Q63030	28d82de5-73f5-4deb-8d91-540d53a706f0: holotype of Acacia karina Maslin & Buscumb
Q63031	843448c0-218b-4257-9033-726d8fd37dcb: isotype of Acacia karina Maslin & Buscumb
Q63032	297bc809-1eea-469b-b4fb-30d0ed9c5d79: isotype of Acacia karina Maslin & Buscumb
Q63033	dc435f53-c7f0-4ecf-9848-71b40ec18cba: isotype of Acacia karina Maslin & Buscumb
Q63034	http://specimens.kew.org/herbarium/K000661118: isotype of Acacia latispina J.E.Burrows & S.M.Burrows
Q63035	b6caaa20-8123-40ab-a21d-ea87057973c7: holotype of Acacia keigheryi Maslin
Q63036	f14b87d4-574d-436d-a894-cba7a957ca41: isotype of Acacia keigheryi Maslin
Q63037	dcc95878-e4e2-4436-9f07-90f221a5bbfa: isotype of Acacia keigheryi Maslin
Q63038	d33391ad-0a23-4aed-beb1-4a81f421730a: isotype of Acacia keigheryi Maslin
Q63039	gbif:1144582595: isotype of Acacia kulinensis Maslin
Q63040	5116bca8-b74f-4434-9636-169cb5b124c8: isotype of Acacia kulinensis Maslin
Q63041	2eb6e83b-d671-4366-8803-f862dfcc6c34: isotype of Acacia kulinensis Maslin
Q63042	24c5f245-601c-453f-85ec-2ceb5320ac8a: isotype of Acacia kulinensis Maslin
Q63043	93489d6f-2ae8-4001-b4f8-f4e82d678691: isotype of Acacia kulinensis Maslin
Q63044	20e1281d-0524-4950-b9e7-7fa014fc308f: isotype of Acacia karina Maslin & Buscumb
Q63045	b73cde46-f24f-44fb-824c-a14b0dc08bbf: isotype of Acacia leeuweniana Maslin
Q63046	cd4f095c-f282-41ed-8aa6-5eca403290c5: isotype of Acacia leeuweniana Maslin
Q63047	51577b76-0e2b-4628-a013-10d3969a316a: isotype of Acacia leeuweniana Maslin
Q63048	3a46b718-9f43-4df9-af0f-7db48d2bd1d3: holotype of Acacia leeuweniana Maslin
Q63049	bcc452aa-bd47-48f3-9242-80e01ace3772: isotype of Acacia leeuweniana Maslin
Q63050	7e0bef04-04ca-4413-a0c5-ed2cb117d7e5: isotype of Acacia leeuweniana Maslin
Q63051	6ac18441-9339-4988-b9c1-60761c23b2bd: isotype of Acacia leprosa var. graveolens Maslin & D.J.Murphy
Q63052	771df0ff-33d8-48e7-80a5-87afff435b23: isotype of Acacia leprosa var. crassipoda Maslin & D.J.Murphy
Q63053	3806e7a7-dae9-43d2-8e63-a5b5659556e3: isotype of Acacia leprosa var. crassipoda Maslin & D.J.Murphy
Q63054	09c1baac-0d33-415d-bdce-bb57a1a258e1: holotype of Acacia kulinensis Maslin
Q63055	b73a09fb-693f-48c5-86d7-abc3dd3fcb63: isotype of Acacia kulinensis Maslin
Q63056	1ea70573-d305-4b2d-8a40-fc342a33caff: isotype of Acacia kulinensis Maslin
Q63057	http://specimens.kew.org/herbarium/K000607803: isotype of Acacia kulinensis Maslin
Q63058	409bdc8f-76df-4b4b-9c0c-4eab26f916e0: holotype of Acacia lapidosa Maslin
Q63059	http://specimens.kew.org/herbarium/K000608020: isotype of Acacia lapidosa Maslin
Q63060	urn:catalog:MO:Tropicos:101178664: isotype of Acacia kulnurensis Kodela & Tindale
Q63061	http://n2t.net/ark:/65665/3211da72d-3ee3-4cb0-846f-70a714cbeb5d: isotype of Acacia kulnurensis Kodela & Tindale
Q63062	0197f718-117d-4b19-93f0-f520dff782a8: isotype of Acacia kulnurensis Kodela & Tindale
Q63063	fb159282-8908-47ae-9fed-0e320b26f6ed: isotype of Acacia kulnurensis Kodela & Tindale
Q63064	1bb6a417-71f2-4ece-9963-2cd5cf756276: isotype of Acacia kulnurensis Kodela & Tindale
Q63065	b7557d2d-6251-4712-8d06-7d766a7d98c9: holotype of Acacia kulnurensis Kodela & Tindale
Q63066	b8d5b9a0-e701-4d4e-a381-2026c414dde6: isotype of Acacia kulnurensis Kodela & Tindale
Q63067	b7935510-9d75-4fad-98d5-2aa4f425c971: isotype of Acacia kulnurensis Kodela & Tindale
Q63068	d0e2e8c5-20c1-4211-946f-26c757c98246: isotype of Acacia kulnurensis Kodela & Tindale
Q63069	http://www.botanicalcollections.be/specimen/BR0000005172115: lectotype of Acacia media M.Martens & Galeotti
Q63070	http://www.botanicalcollections.be/specimen/BR0000005172757: lectotype of Acacia mollicula M.Martens & Galeotti
Q63071	f464374c-5ab0-47a2-a2b6-d6ebff06c980: isotype of Acacia macilenta Rose
Q63072	a0c5ab65-1d97-4933-b466-84f535a5503e: isotype of Acacia macilenta Rose
Q63073	http://n2t.net/ark:/65665/39c4082f9-cbef-4789-bb9b-6ccac4403c71: holotype of Acacia macilenta Rose
Q63074	3315084: holotype of Acacia limae Bocage & Miotto
Q63075	https://specieslink.net/guid/259/132933a: holotype of Acacia limae Bocage & Miotto
Q63076	https://specieslink.net/guid/259/132898: holotype of Acacia lewisii Bocage & Miotto
Q63077	9d04be7d-cf2b-4d87-b013-65fe5f9108d5: isotype of Acacia mariae Pedley
Q63078	9165ff51-ecdf-4e79-8601-af529db801cc: isotype of Acacia mariae Pedley
Q63079	d3c98664-5e3e-414b-90c2-2f01e30c1254: holotype of Acacia minutissima Maslin
Q63080	14a1a6b2-0063-40b0-b29f-f67cf8e76ba9: isotype of Acacia minutissima Maslin
Q63081	13d3f710-bd93-4943-8be6-b725baff4d8a: isotype of Acacia minutissima Maslin
Q63082	39044a08-5ddb-49cb-a5b8-5f6c6daa55d0: isotype of Acacia minutissima Maslin
Q63083	http://specimens.kew.org/herbarium/K000821309: isotype of Acacia minutissima Maslin
Q63084	9102bcb4-6264-4235-8fac-1fa5b0f0534e: isotype of Acacia leprosa var. uninervia Maslin & D.J.Murphy
Q63085	ffea4c00-1b76-451c-b8ab-f90288b93ead: holotype of Acacia leprosa var. uninervia Maslin & D.J.Murphy
Q63086	e5e29042-43dd-4df8-a9cb-7d0106019adb: holotype of Acacia macraneura Maslin & J.E.Reid
Q63087	64f6108c-536e-48a1-840e-094b9b021e76: isotype of Acacia oviedoensis R.G.García & M.M.Mejía
Q63088	4899298: holotype of Acacia monacantha Willd.
Q63089	b8b68386-633e-417c-9c57-e610dc9b586d: isotype of Acacia nicoyensis Schenck
Q63090	6d702bd5-0aac-4d75-aab4-843e0e4f23bb: isotype of Acacia nicoyensis Schenck
Q63091	51e82910-3041-4db3-839e-351367fbe5fe: isotype of Acacia nanopravissima Molyneux & Forrester
Q63092	9a3e794c-60b3-4a4e-8aed-f80cbe8be97e: isotype of Acacia nanopravissima Molyneux & Forrester
Q63093	6b2a4c2f-aec8-4a64-bb8e-0c89ae751f10: isotype of Acacia muriculata Maslin & Buscumb
Q63094	e5c13968-5fa3-49f0-9067-990c069e4adb: holotype of Acacia muriculata Maslin & Buscumb
Q63095	a85b90ac-da94-4b85-b6fb-3103a4dad49e: isotype of Acacia muriculata Maslin & Buscumb
Q63096	447fb22a-fb64-4650-8247-1840bcd8eab2: isotype of Acacia muriculata Maslin & Buscumb
Q63097	5be6d54a-a6bd-418a-a4b1-1f6c83bd41a9: holotype of Acacia macraneura Maslin & J.E.Reid
Q63098	http://specimens.kew.org/herbarium/K000608047: isotype of Acacia mackenziei Maslin & R.L.Barrett
Q63099	7dead762-d58c-47fc-93bc-adbb4ccee72b: isotype of Acacia mackenziei Maslin & R.L.Barrett
Q63100	8004f7db-7cb5-4365-9b1c-af2b455af0ac: holotype of Acacia mackenziei Maslin & R.L.Barrett
Q63101	f87390fd-5c24-4375-ab2b-4056a517c5b1: isotype of Acacia mackenziei Maslin & R.L.Barrett
Q63102	1bbbb872-5132-4d71-9590-bdb479bdd9b0: isotype of Acacia mackenziei Maslin & R.L.Barrett
Q63103	005b2ea0-94eb-4726-8ee0-b40de9277637: isotype of Acacia mackenziei Maslin & R.L.Barrett
Q63104	2519071: holotype of Acacia olivensana G.P.Lewis
Q63105	https://specieslink.net/guid/264/45372: holotype of Acacia olivensana G.P.Lewis
Q63106	1251005: isotype of Acacia olivensana G.P.Lewis
Q63107	11fc7d2d-d7d4-4b40-a842-145ff7c5a772: isotype of Acacia muriculata Maslin & Buscumb
Q63108	3acdb61a-3c44-4f74-afeb-1d9ed6766d87: isotype of Acacia muriculata Maslin & Buscumb
Q63109	d7918633-a154-4401-99dd-21d066c39df6: isotype of Acacia mulganeura Maslin & J.E.Reid
Q63110	http://specimens.kew.org/herbarium/K000342314: isotype of Acacia mulganeura Maslin & J.E.Reid
Q63111	b137ca55-09e2-4cef-b675-4af89ed3a3b7: holotype of Acacia mulganeura Maslin & J.E.Reid
Q63112	http://specimens.kew.org/herbarium/K001096527: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63113	579c3aab-b380-4565-bc68-a114785b2fe9: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63114	edebe7a5-ae81-4b4c-8a27-6afdf6a85bdf: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63115	c2dc7b97-4fbd-455f-aba0-8d3596c0eaf8: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63116	3b6d05a8-284c-4dc8-86b7-efc73ce7a0d8: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63117	da68b359-5800-4ded-a099-ed64bf470d0e: holotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63118	5597bf18-f0bf-4c34-bd63-00bc2ffd9ad7: isotype of Acacia obtriangularis Maslin, M.D.Barrett & R.L.Barrett
Q63119	3933ecbb-8af6-4678-a7c3-00f07dc5fda4: isotype of Acacia orthotropica Maslin, M.D.Barrett & R.L.Barrett
Q63120	adb48ec9-441d-44b7-9b13-5c4171d59bad: isotype of Acacia orthotropica Maslin, M.D.Barrett & R.L.Barrett
Q63121	27ff5525-1d69-47f3-b0fc-4da6b5c7b352: isotype of Acacia orthotropica Maslin, M.D.Barrett & R.L.Barrett
Q63122	5d67dc49-a8ec-49c7-b866-5c2f4c900ab2: isotype of Acacia orthotropica Maslin, M.D.Barrett & R.L.Barrett
Q63123	b28d20d9-db15-486b-8a58-67623d6b0aff: holotype of Acacia orthotropica Maslin, M.D.Barrett & R.L.Barrett
Q63124	528d1f88-c751-4ccc-a3d8-85865da9d830: isotype of Acacia nicholsonensis Cuff
Q63125	urn:catalog:MO:Tropicos:1739160: isotype of Acacia polhillii Villiers & Du Puy
Q63126	http://coldb.mnhn.fr/catalognumber/mnhn/p/p00367511: isotype of Acacia polhillii Villiers & Du Puy
Q63127	urn:catalog:MO:Tropicos:101911336: isotype of Acacia polhillii Villiers & Du Puy
Q63128	ab3f4f09-61d1-4ef2-b1e3-0864b592e78a: holotype of Acacia pennatula subsp. parvicephala Seigler & Ebinger
Q63129	https://specieslink.net/guid/264/5740: holotype of Acacia piptadenioides G.P.Lewis
Q63130	UPS:BOT:V-130833: holotype of Acacia petrensis Thulin
Q63131	a0bc4810-2f2b-4627-ad25-d08b05263aa5: isotype of Acacia pentadenia subsp. syntoma J.E.Reid, Ward.-Johnson & Maslin
Q63132	47603728-76db-4da1-9d28-d54ab4500530: holotype of Acacia pentadenia subsp. syntoma J.E.Reid, Ward.-Johnson & Maslin
Q63133	8c30171e-6453-4fbd-8699-4dd936ca5bd8: isotype of Acacia pentadenia subsp. syntoma J.E.Reid, Ward.-Johnson & Maslin
Q63134	b15fa56f-d29b-4813-8c23-7644839a6100: isotype of Acacia pentadenia subsp. syntoma J.E.Reid, Ward.-Johnson & Maslin
Q63135	beeeebe0-e963-48cd-ade6-1e4916a3241b: isotype of Acacia pentadenia subsp. syntoma J.E.Reid, Ward.-Johnson & Maslin
Q63136	e990f9f0-f5f0-410d-b0f3-09e48281358b: isotype of Acacia phacelia Maslin, M.D.Barrett & R.L.Barrett
Q63137	652fe648-153e-4f3c-bcc6-abd3ff6b1db9: isotype of Acacia phacelia Maslin, M.D.Barrett & R.L.Barrett
Q63138	09e548cb-a2f7-4258-b9b5-1cee2b79c8a3: holotype of Acacia phacelia Maslin, M.D.Barrett & R.L.Barrett
Q63139	16af6ed7-8015-4977-8c01-d183b1ea63bd: holotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63140	ba6dc354-cbbf-4b60-aed8-fb6bdcefc657: isotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63141	4211fbcc-88d0-4b1f-94d7-cf43f86af0df: isotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63142	a7ebf08b-fc7c-47ca-bc75-a89bc6b62e7c: isotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63143	dea2db6d-67f4-4429-9cae-bb20b7892eb3: isotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63144	81d3eed9-1d3c-4561-a59a-81307fbb087e: isotype of Acacia perpusilla Maslin, M.D.Barrett & R.L.Barrett
Q63145	216db247-e43b-492c-9768-2e95ff63c8af: isotype of Acacia parkerae Maslin
Q63146	b71db406-d4ab-43bf-b2d6-594808181196: isotype of Acacia parkerae Maslin
Q63147	af9c4854-d93c-4e52-8fba-0c1fc196adf1: isotype of Acacia parkerae Maslin
Q63148	01d85488-a1f5-48ae-9a4d-8100b048df1b: isotype of Acacia parkerae Maslin
Q63149	0ca0c9e6-cbc4-45fe-89f2-47c46b8f3cfb: isotype of Acacia parkerae Maslin
Q63150	3d3954f9-f996-4d8d-886b-dfc30553839c: isotype of Acacia parkerae Maslin
Q63151	2e81c731-d760-4da6-ae53-988c0e1d8142: holotype of Acacia parkerae Maslin
Q63152	http://specimens.kew.org/herbarium/K000608046: isotype of Acacia parkerae Maslin
Q63153	2381d525-0461-4833-9a3a-32c5d953ee72: holotype of Acacia petricola Maslin
Q63154	http://specimens.kew.org/herbarium/K001636348: isotype of Acacia parvifoliolata Pedley
Q63155	gbif:2451331028: holotype of Acacia praecox Griseb.
Q63156	gbif:1638360075: holotype of Acacia praecox Griseb.
Q63257	a8e503d2-4413-4f12-b60b-713c5fd6b561: isotype of Acacia synantha Maslin, M.D.Barrett & R.L.Barrett
Q63258	e4332668-0635-4c35-8bed-07e8adbe779c: isotype of Acacia synantha Maslin, M.D.Barrett & R.L.Barrett
Q63259	d3549ace-5782-4870-bd92-01cb9ddb7109: holotype of Acacia tumida var. extenta M.W.McDonald
Q63260	http://specimens.kew.org/herbarium/K000780078: isotype of Acacia tumida var. extenta M.W.McDonald
Q63261	http://specimens.kew.org/herbarium/K000780079: isotype of Acacia tumida var. extenta M.W.McDonald
Q63262	f87608b3-76b6-4e7f-a40f-4b74e5da3e76: isotype of Acacia tumida var. extenta M.W.McDonald
Q63263	40dbd890-fcb2-4db8-8c0e-befab8efdae4: holotype of Acacia tumida var. kulparn M.W.McDonald
Q63264	b54a5914-ec6a-4eba-a6f3-2c6b25b46ab7: isotype of Acacia tumida var. kulparn M.W.McDonald
Q63265	4275a531-27fb-4013-a235-74c2a4540b1a: holotype of Acacia tenuifolia var. producta J.W.Grimes
Q63266	urn:catalog:JBRJ:RB:539841: holotype of Acacia trijuga Rizzini
Q63267	0011c520-8d89-48b1-9b6a-9eb2bab137d4: holotype of Arachnorchis douglasiorum D.L.Jones
Q63268	001a5c3d-a3a1-42fc-b39c-af37bad2d758: holotype of Banara riparia Sleumer
Q63269	0029b77c-6e49-4954-9993-1b0e3b5d1481: lectotype of Argemone albiflora Hornem.
Q63270	003fb180-2199-46b3-9fdf-c35483d7982c: isotype of Abronia bolackii N.D.Atwood, S.L.Welsh & K.D.Heil
Q63271	0053baba-840d-4930-a904-0227cc239862: holotype of Ardisia leucocarpa Lundell
Q63272	006956e7-7f76-4d6b-beca-d4a5326025a3: holotype of Bombax sordidum R.E.Schult.
Q63273	006a0274-3478-4c44-997c-aab473e95815: isotype of Anthurium monticola var. attenuatum Croat & D.C.Bay
Q63274	007f6735-ad95-4e0e-8227-1d5eff8715df: lectotype of Aphelandra gigantiflora Lindau
Q63275	008159de-3a55-49e4-ad93-5786f58bbc3f: holotype of Bonnetia celiae Maguire
Q63276	00cb3622-f718-11ee-82f4-005056be20a7: isotype of Alsophila sundueana Lehnert
Q63277	00cf29fa-56e2-49f4-8bad-fe2b65f87e24: lectotype of Aster curvescens var. umbelliformis E.S.Burgess
Q63278	00d3b8db-375c-4523-8cde-7519bad85866: isotype of Argophyllum ferrugineum A.R.Bean & P.I.Forst.
Q63279	00df314d-f718-11ee-82f4-005056be20a7: isotype of Alsophila sundueana Lehnert
Q63280	00e561ce-661a-4eb8-82b9-99410a5fa107: lectotype of Arabis subpinnatifida S.Watson
Q63281	00f33485-f718-11ee-82f4-005056be20a7: isotype of Alsophila weidenbrueckii Lehnert
Q63282	00ff0a07-505c-40e6-a5fe-979895edb5ca: holotype of Acalypha gracilens var. monococca Engelm. ex A.Gray
Q63283	01069ce5-bbb1-47e0-adda-6fd3c941dd8f: holotype of Acacia trudgeniana Maslin
Q63284	0107154b-84f6-4022-b962-e45455b3efe8: holotype of Astragalus oophorus var. lavinii Barneby
Q63285	01249eac-aeb5-4918-a753-7808e4c64dcf: isotype of Aglaia saxonii W.N.Takeuchi
Q63286	01492038-b5c3-4f43-ac65-30dad2cafabd: isotype of Barleria subregularis I.Darbysh.
Q63287	01584db1-4984-46c0-b5bd-ecc4bead8ab3: isotype of Anthurium jaramilloi Croat & J.Rodr.
Q63288	017151fa-a33b-4c7a-b1ac-67a0a19316f5: isotype of Alyxia evansii D.J.Middleton
Q63289	0187c220-b2a3-4231-857f-a358bab51b8f: isotype of Apowollastonia hamersleyensis Orchard
Q63290	019d2a74-f718-11ee-82f4-005056be20a7: isotype of Alsophila sundueana Lehnert
Q63291	01da5836-f718-11ee-82f4-005056be20a7: isotype of Alsophila weidenbrueckii Lehnert
Q63292	01dc6575-b5b2-463e-a68e-31f33a5da9c1: lectotype of Astragalus speirocarpus var. falciformis A.Gray
Q63293	02aa46cc-21f0-473e-8aa5-68a4c61be14e: holotype of Bakeridesia exalata D.M.Bates
Q63294	02cd56f1-1279-4a54-a649-04f1ae5c803e: holotype of Anthopterus ecuadorensis Luteyn
Q63295	02d1f5a6-38ab-40d8-9601-34177680d20f: isotype of Anthurium libanoense Croat
Q63296	02d827f9-8cce-4908-b0a1-7ffec5108ac1: isotype of Adiantum capillatum A.R.Sm. & J.Prado
Q63297	02e80612-a3a1-4400-976d-e54483fdbea8: holotype of Arabis tiehmii Rollins
Q63298	02f5115c-ba8b-11e3-8cfe-90b11c41863e: holotype of Arctostaphylos glandulosa f. glaucoides P.V.Wells
Q63299	0325c4ed-d165-47f5-875e-53b4b8b0ffb7: isotype of Androcalva lachna C.F.Wilkins
Q63300	032762299ad6949401a8c9fffad6195e: holotype of Ageratina hintoniorum B.L.Turner
Q63301	03412b75-916b-48f2-bac7-e5670c543745: isotype of Astartea schaueri Rye & Trudgen
Q63302	03587e14-dda9-4bf2-94ff-db1117bbe958: holotype of Aglaia monticola W.E.Cooper & P.I.Forst.
Q63303	03676ff8-bf7a-42eb-b243-572ac4881539: holotype of Andersonia geniculata Lemson
Q63304	0369ecbc-deb3-4ded-8021-45f99097bbf0: holotype of Bonamia fruticosa R.W.Johnson
Q63305	039d36d0-13cc-4146-9f7b-7225944621dc: holotype of Arnica griscomii Fernald
Q63316	04224a7f-e8c2-4338-abc7-c1fa4737d96c: lectotype of Astragalus pulsiferae A.Gray
Q63317	042f23f5-187b-40bc-a2aa-ef4e9f1b024e: isotype of Acourtia gentryi L.Cabrera
Q63318	0431be4990057f170a1b9c03390ec19b: isotype of Aristolochia manantlanensis Santana Mich.
Q63319	0438f619-ba8b-11e3-8cfe-90b11c41863e: holotype of Arctostaphylos glandulosa f. wieriana P.V.Wells
Q63320	04556bd9-665a-4697-8784-feb8164e820e: isotype of Begonia campanensis Burt-Utley & Utley
Q63321	048301ca-94ac-4266-b1fe-5e2728b46e61: isotype of Anthurium triciafrankiae Croat
Q63322	049c6414-cebb-463e-a60e-d2fac6c0c005: isotype of Aphelandra albinotata Wassh.
Q63323	04c99e8a-df07-471e-899d-109f275a0fac: holotype of Bidens muelleri Sherff
Q63324	04dbc894-090c-4402-a844-310c3969210b: isotype of Babingtonia maleyae Rye & Trudgen
Q63325	04e2b1e1-7035-4b24-9494-a71f8527a894: isotype of Anthurium ramoncaracasii Stergios & Dorr
Q63306	039e47d0-123b-4b98-9107-bc1ee401a2c3: holotype of Austrostipa nunaginensis A.R.Williams
Q63307	03ADA92D-8B85-41B3-96FF-6602C358B3C8: holotype of Allium geyeri var. chatterleyi S.L.Welsh
Q63308	03F13780-332F-4CCD-ACF7-1CB28D91A8EC: holotype of Astragalus concordius S.L.Welsh
Q63309	03aa18ea-c03d-4f73-91f6-0591a278298c: isotype of Boehmeria bullata Kunth
Q63310	03db696f-3346-4194-a530-5a9a0c782c62: isotype of Arabis patens Sull.
Q63311	03f7b406-909f-4b49-a481-2d7c10df0ed1: holotype of Arachnorchis oreophila D.L.Jones
Q63312	040b218d-94b6-4e1c-aea8-4f663cabefcd: isotype of Astartea onycis Rye & Trudgen
Q63313	040c9ca6-80c5-436e-8755-c3bb32cf9b18: holotype of Berberis emeishanensis Harber
Q63314	0413ecbd-1048-41d2-8552-172ace99f18e: isotype of Astragalus cochabambensis Gómez-Sosa
Q63315	0415918B-F145-482A-9E13-15AFABB266D3: isotype of Asimina manasota DeLaney
Q63326	0505db80-fe53-4401-9ac1-579907ead600: isotype of Agalmyla stellifera Hilliard & B.L.Burtt
Q63327	050e3453-26d6-46cc-9bbd-d35bc4637276: holotype of Berberis basumchuensis Harber
Q63328	05105295-C8FB-4871-9FA4-207C25190657: isotype of Arthropodium bifurcatum Heenan, A.D.Mitch. & de Lange
Q63329	05491d18-be48-4622-a3b0-1da1abfd79ba: isotype of Aloe alexandrei Ellert
Q63330	05525ec6-2c7f-4298-8c41-dbb0f949d07d: holotype of Agrostophyllum montis-jayanum Ormerod
Q63331	05677445-994a-4cd8-a1be-1706ba9981ca: holotype of Bombax sordidum R.E.Schult.
Q63332	05765954-0ad1-40c7-9f24-95b5a515b17c: holotype of Boehmeria tenuistachys Rusby
Q63333	059597b3f3724868ea427b214c82cb6a: isotype of Acourtia sinaloana B.L.Turner
Q63334	059c98d5-7411-46b9-aa6e-b5daad4cd20e: lectotype of Arctostaphylos arguta var. pyrifolia Donn.Sm. ex Loes.
Q63335	05b73f0d-535c-4b69-b3ca-6755f160225a: isotype of Balaustion bimucronatum Rye
Q63336	05d0ce51-618d-46fa-9206-9519df4bc9c7: lectotype of Aster claytonii var. crispicans E.S.Burgess
Q63337	05fb095d-bae5-4a75-aee2-36160923c3d2: isotype of Armeria rivasmartinezii Sard.Rosc. & Nieto Fel.
Q63338	0602aa6e-4548-4796-a931-51a8a52566c7: isotype of Arachis duranensis Krapov. & W.C.Greg.
Q63339	06034d7e-f1c5-4910-9f27-971baff5cb9c: holotype of Agrostophyllum kairoanum Ormerod
Q63340	060c200b-914b-4f13-9ee0-1d83721bfd2b: lectotype of Arctostaphylos glabrata Fernald
Q63341	062586bf-9b89-4ed5-b20e-ac3a32d4a7a8: isotype of Andersonia redolens Lemson
Q63342	0627940f-cee3-42a9-acf9-521f5df5c57c: isotype of Anthurium salgarense Croat
Q63343	064267fc-35ff-49a4-9de5-d58692ff70c1: holotype of Adelobotrys atlanticus Schulman
Q63344	0647f39d-cd22-42d0-970c-10544dc7a808: holotype of Ancistrocarphus keilii Morefield
Q63345	0657ec8e-89d3-4afa-8914-91043f58255c: holotype of Begonia toledana L.B.Sm. & B.G.Schub.
Q63346	066bc2eb-4486-462d-8ad2-1f568b4872d8: holotype of Anisophyllea myriostictoides Li Bing Zhang, Xin Chen & H.He
Q63347	06c735d2-ed8a-4774-a81c-dcac55380730: isotype of Axinaea lawessonii E.Cotton
Q63348	06d80f432cca9d33aa39d69bbd20715e: isotype of Boerhavia traubae Spellenb.
Q63349	06ed14ba-5e91-4ed7-9e05-0505e08227b6: isotype of Alphonsea borneensis I.M.Turner
Q63350	07019ce8-65cf-4fa3-adc7-22e0f730a223: holotype of Agrostophyllum militare Ormerod
Q63351	07382d62-ea84-4105-b19b-2155f118c8e1: holotype of Aponogeton cuneatus S.W.L.Jacobs
Q63352	073bb5cd-b3c3-4560-8412-8a990e8f6f5e: isotype of Asimina manasota DeLaney
Q63353	0757AC4F-D07E-4410-B75D-DD23B9D7962E: holotype of Amyris carterae Rebman & F.Chiang
Q63354	075e6adb-94e3-4283-b436-33fb3e2eeda4: isotype of Ascogrammitis clavigera A.R.Sm. ex Sundue
Q63355	0791097f-b254-48a3-ac75-ba69704239dc: holotype of Astragalus ertterae Barneby & Shevock
Q63356	079b005f-6d36-453d-b2cc-ce0cdbf50f43: holotype of Agalmyla porrectiloba Hilliard & B.L.Burtt
Q63167	https://specieslink.net/guid/264/13489: holotype of Acacia polyphylla var. giganticarpa G.P.Lewis
Q63168	urn:catalog:JBRJ:RB:539857: isotype of Acacia polyphylla var. giganticarpa G.P.Lewis
Q63169	http://n2t.net/ark:/65665/3de1e223c-1b8c-4df5-bca0-e99d38d8ff7b: holotype of Acacia ruddiae D.H.Janzen
Q63170	3315091: holotype of Acacia ricoae Bocage & Miotto
Q63171	https://specieslink.net/guid/259/132911: holotype of Acacia ricoae Bocage & Miotto
Q63172	http://specimens.kew.org/herbarium/K000296392: isotype of Acacia polyphylla var. rhytidocarpa L.Rico
Q63173	2770352: isotype of Acacia polyphylla var. rhytidocarpa L.Rico
