occurrenceID	item	gbifID	eventDate	locality	recordedBy	uri	scientificName	col:institutionCode	countryCode
urn:catalog:MO:Tropicos:100941486	Q102106	2268840630	2010-10-24	3.5 km al SE por la brecha de Puerto Vallarta a Cuale a partir del puente del Remance, 500-700 m al SE del arco del ejido Jorullo, junto a una cascada que vierte en el río Cuale.	Jesús G. González-Gallegos	http://www.tropicos.org/Specimen/100941486	Scutellaria sublitoralis J.G.González	IBUG	MX
urn:catalog:MO:Tropicos:100941488	Q102077	2268843330	2010-04-30	Villa Purificación, Villas de Cacoma.	Rodríguez-Hernández, José Luis;Morales-Arias, José Guadalupe;L.G. Medina	http://www.tropicos.org/Specimen/100941488	Scutellaria cuevasiana J.G.González & A.Vázquez	IBUG	MX
urn:catalog:MO:Tropicos:100941498	Q101498	2268841983	2009-11-11	La Laja stream, 0.75 km WNW of Las Mesas,	Pablo Carrillo-Reyes;D. Cabrera-Toledo;Claudia Gallardo Hernández	http://www.tropicos.org/Specimen/100941498	Salvia carreyesii J.G.González	IBUG	MX
urn:catalog:MO:Tropicos:100941503	Q101529	2268841607	2011-03-13	Road from Refugio de Suchitán to El Chimo.	Jesús G. González-Gallegos;J. Antonio Vázquez G.;Ernesto De Castro	http://www.tropicos.org/Specimen/100941503	Salvia ibugana J.G.González	IBUG	MX
urn:catalog:MO:Tropicos:100941510	Q101505	2268842373	1980-01-12	At first stream crossing (and before rapid descent) of lumber road, 2 km S from San Miguel ""meadows"", E-slope of the Sierra de Manantlán Central, 5.3 km S of Rincón de Manantlán, 17.5 km S of El Chante.	Hugh H. Iltis;Paul  Sørensen;P. A. Matekaitis	http://www.tropicos.org/Specimen/100941510	Salvia concolor var. iltisii J.G.González & A.Vázquez	IBUG	MX
urn:catalog:MO:Tropicos:100941515	Q101533	2268843512	1982-12-12	En el poblado del Aserradero de Manantl'an, carretera para Puerta Pesada, Sierra de Manantlán.	Juan Ismael Calzada;Gregorio Nieves Hernández	http://www.tropicos.org/Specimen/100941515	Salvia meera Ramamoorthy ex J.G.González & Santana Mich.	XAL	MX
urn:catalog:MO:Tropicos:100941517	Q101550	2268842083	2010-10-30	Mpio. Autlán de Navarro, 500-600 m. de Corralitos por la brecha que sube a la Estación Científica Las Joyas.	Jesús G. González-Gallegos;Francisco J. Santana M.;A. S. Monroy-Sais;A. Paizanii-G.	http://www.tropicos.org/Specimen/100941517	Salvia rogersiana Ramamoorthy ex J.G.González & Cuevas	IBUG	MX
urn:catalog:MO:Tropicos:100941518	Q101551	2268840935	1990-09-04	1-1.5 km al N de El Terrero, 12-13 km al NE de Minatitlán.	L. Guzmán H.;Ramón Cuevas Guzmán	http://www.tropicos.org/Specimen/100941518	Salvia santanae Ramamoorthy ex J.G.González & Guzm.-Hern.	WIS	MX
urn:catalog:MO:Tropicos:100941519	Q105312	2268841988	1983-08-01	Municipio de Huajuapan de León: carretera Huajuapan-Tamazulapan km 19.	F. Takaki;et al.	http://www.tropicos.org/Specimen/100941519	Tabernaemontana mixtecana L.O.Alvarado & Juárez-Jaimes	INEGI	MX
urn:catalog:MO:Tropicos:100941547	Q95865	2268843394		Yanchilín, a 20 km al N de San Cristóbal de las Casas.	Oswaldo Téllez V.;Wayne J. Elisens	http://www.tropicos.org/Specimen/100941547	Paspalum chiapense Sánchez-Ken	MEXU	MX
urn:catalog:MO:Tropicos:100941737	Q95918	2268842886		4 km W of Agua Amarilla, 18.9 km W of Tepoca (Km 196 E of Hermosillo) on Mex 16.	Ana Lilia Reina G.;et al.	http://www.tropicos.org/Specimen/100941737	Paspalum yecorae Sánchez-Ken	MEXU	MX
urn:catalog:MO:Tropicos:100942308	Q96444	2268841839			F.W.H.A. von Humboldt;A.J.A. Bonpland	http://www.tropicos.org/Specimen/100942308	Peperomia angustata Kunth	B	VE
urn:catalog:MO:Tropicos:100942360	Q107900	2268842936	2016-04-27	Parque Nacional Madidi, entre Chuncani e Ichocorpa, por el camino de herradura entre Keara y Mojos.	Alfredo F. Fuentes	http://www.tropicos.org/Specimen/100942360	Weinmannia epicae A.Fuentes	LPB	BO
urn:catalog:MO:Tropicos:100942551	Q96448	2268843377		Near San Ramón.	Alberto M. Brenes	http://www.tropicos.org/Specimen/100942551	Peperomia austin-smithii W.C.Burger	F	CR
urn:catalog:MO:Tropicos:100942614	Q96452	2268844487	1981-07-04	Above and southwest of La Soledad on road to Las Margaritas.	Dennis E. Breedlove	http://www.tropicos.org/Specimen/100942614	Peperomia breedlovei Callejas	TEX	MX
urn:catalog:MO:Tropicos:100942883	Q96464	2268843376			Eizi Matuda	http://www.tropicos.org/Specimen/100942883	Peperomia comaltitlanensis Callejas	MEXU	MX
urn:catalog:MO:Tropicos:100943088	Q96480	2268843017	1860		Fraser, N.	http://www.tropicos.org/Specimen/100943088	Peperomia fraseri C.DC.	G	EC
urn:catalog:MO:Tropicos:100943410	Q97058	2268844838	1963-04-08	Carrertera Tumaco Túquerres.	L.E. Mora-Osejo	http://www.tropicos.org/Specimen/100943410	Philodendron lemorae Croat	PSO	CO
urn:catalog:MO:Tropicos:100943884	Q96569	2268844276	1975-06-19	Cerro Tute, ca. 10 km NW of Santa Fe, on ridgetop in cloud forest (Lower Montane Rain Forest)	Scott A. Mori	http://www.tropicos.org/Specimen/100943884	Peperomia tutensis Callejas	MO	PA
urn:catalog:MO:Tropicos:100945126	Q75589	2268845262	1994-08-10	Cultivated, Germany, Berlin-Dahlem Botanical Garden.	Michael Schwerdtfeger	http://www.tropicos.org/Specimen/100945126	Cereus regelii Weing.	B	DE
urn:catalog:MO:Tropicos:100946171	Q85276	2268846837	2012-06-10	Cayman Brac: 0.1 km S of lighthouse at end of Major Donald Drive (Lighthouse Road).	Alan R. Franck	http://www.tropicos.org/Specimen/100946171	Harrisia caymanensis A.R.Franck	MO	KY
urn:catalog:MO:Tropicos:100948308	Q107565	2268848510	1965-01-19	On NE slope of Zontehuitz near summit, and on road from San Cristóbal de Las Casas to Tenepaja.	Dennis E. Breedlove;Peter H. Raven	http://www.tropicos.org/Specimen/100948308	Viburnum obtusatum D.N.Gibson	F	MX
urn:catalog:MO:Tropicos:100948729	Q88307	2268848448	2010-09		Fredy Archila Morales	http://www.tropicos.org/Specimen/100948729	Laelia mottae Archila, Chiron, Szlach. & Pérez-García	BIGU	GT
urn:catalog:MO:Tropicos:100948814	Q94638	2268849237	2011-06-16	Cofre de Perote, 15 km al SO del Poblado Frijol Colorado.	Gustavo Moreno-Hernández;Ana María Aquino Zapata;Luis Hermann Bojórquez Galván	http://www.tropicos.org/Specimen/100948814	Opuntia perotensis Scheinvar, Olalde & Gallegos	MEXU	MX
urn:catalog:MO:Tropicos:100949472	Q103992	2268848755	1985-05-15	NE of Santa Rosa, above the Miraflores dam.	Carl A. Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949472	Stelis carnalis Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949474	Q104025	2268850057	1988-04-12	Between Barbosa and Concepción.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949474	Stelis crascens Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949481	Q104045	2268850056	1989-03-16	Road to Briceño.	Carl A. Luer;Jane Luer;Stig Dalström;Walter Teague	http://www.tropicos.org/Specimen/100949481	Stelis digitifera Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949490	Q104069	2268850191	1983-05-05	El Plateado, near the gold mine.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949490	Stelis euthema Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949502	Q104109	2268850375	1984-05-01	Along Rio El Oro.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949502	Stelis gravida Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949505	Q104127	2268850569	1989-03-15	Along road to El Cedro.	Carl A. Luer;Jane Luer;Stig Dalström;Walter Teague	http://www.tropicos.org/Specimen/100949505	Stelis ionantha Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949506	Q104137	2268850075	1988-04-17	El Retiro, above Colomborquídeas.	Carl A. Luer	http://www.tropicos.org/Specimen/100949506	Stelis lappacea Luer & Teague	MO	CO
urn:catalog:MO:Tropicos:100949521	Q104187	2268848404	1993-05-05	El Retiro, above Colomborquídeas. Collected by H. Arroyave, flowered in cultivation at Colomborquídeas.	Carl A. Luer	http://www.tropicos.org/Specimen/100949521	Stelis monetaria Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949527	Q104194	2268850453	1989-03-16	Road to Briceño, Quebrada El Oro.	Carl A. Luer;Jane Luer;Stig Dalström;Walter Teague	http://www.tropicos.org/Specimen/100949527	Stelis mystrion Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949531	Q104216	2268849871	1983-04-22	West of Boqueron, W of Medellín.	Carl A. Luer;et al.	http://www.tropicos.org/Specimen/100949531	Stelis papposa Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949539	Q104229	2268849468	1983-04-29	Quebrada Oscur, between La Ceja and Sonsón.	Carl A. Luer;Jane Luer;Rodrigo Escobar;et al.	http://www.tropicos.org/Specimen/100949539	Stelis perbona Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949552	Q104256	2268849816	1979-01-19	Between La Cocha and Sibundoy.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949552	Stelis reptata Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949561	Q104335	2268848935	1983-05-04	Alto de Cuevas	Carl A. Luer;Jane Luer;Rodrigo Escobar;et al.	http://www.tropicos.org/Specimen/100949561	Stelis tryssa Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949562	Q104354	2268849883	1983-04-19	Between Sonsón and La Ceja.	Carl A. Luer;Jane Luer;Rodrigo Escobar;et al.	http://www.tropicos.org/Specimen/100949562	Stelis vigax Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949563	Q104358	2268850136	1983-04-22	Cerro Padre Amaya.	Carl A. Luer;Jane Luer;Rodrigo Escobar;et al.	http://www.tropicos.org/Specimen/100949563	Stelis voluptuosa Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100949564	Q104359	2268849227	1995-05-30	At the pass between Urrao and Carmen de Atrato.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949564	Stelis vulpecula Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949565	Q104124	2268849235	1993-05-13	Alto de Los Galápagos, at the pass between Valle del Cauca and Chocó.	Carl A. Luer;Jane Luer;Rodrigo Escobar;A. de Wilde	http://www.tropicos.org/Specimen/100949565	Stelis index Luer & R.Escobar	MO	CO
urn:catalog:MO:Tropicos:100949567	Q104247	2268849762	1982-04-21	S slope of Mt. Tolima, N of Ibagué.	Carl A. Luer;Jane Luer;Rodrigo Escobar	http://www.tropicos.org/Specimen/100949567	Stelis punicea Luer & R.Escobar	SEL	CO
urn:catalog:MO:Tropicos:100950077	Q85320	2268850518	1996-06-11	Veredas de El Zapote a Cerro Frío.	Ana Rosa López-Ferrari;A. Espejo S.;Javier García-Cruz;Rolando Jiménez M.	http://www.tropicos.org/Specimen/100950077	Hechtia montis-frigidi Gonz.-Rocha, Espejo, López-Ferr. & Cerros	UAMIZ	MX
urn:catalog:MO:Tropicos:100950094	Q78586	2268851202	1990-08-13	Cañada de Trancas.	E. Ventura V.;E. López	http://www.tropicos.org/Specimen/100950094	Dalea emmae Rzed. & Calderón	IEB	MX
urn:catalog:MO:Tropicos:100950112	Q78599	2268850957	1989-08-23	Aprox. 1-2 km al WSW de Puerto de Alejandría, mpio. de Pinal de Amoles.	E. Carranza G.	http://www.tropicos.org/Specimen/100950112	Dalea lutea var. longispica Rzed. & Calderón	IEB	MX
urn:catalog:MO:Tropicos:100950117	Q81628	2268849565	2015-12-05	Distrito Oxapampa. Sector Chacos. Bosque el Sho'llet' - Mirador la Princesa.	Luis Valenzuela G.;Jaime Flores;Roy Zehnder	http://www.tropicos.org/Specimen/100950117	Epidendrum sholletiae Hágsater, L.Valenz. & J.Duarte	HOXA	PE
urn:catalog:MO:Tropicos:100950147	Q78613	2268849836	2003-07-03	La Mesa, aprox. 2 km al SE de La Lagunita de San Diego, municipio de Landa.	Sergio Zamudio R.;Victor W. Steinmann	http://www.tropicos.org/Specimen/100950147	Dalea rosarum Rzed. & Calderón	IEB	MX
urn:catalog:MO:Tropicos:100950150	Q78615	2268849456	1990-09-06	Rancho La Purísima, municipio de San Luis de la Paz.	E. Ventura V.;E. López	http://www.tropicos.org/Specimen/100950150	Dalea rupertiana Rzed. & Calderón	IEB	MX
urn:catalog:MO:Tropicos:100950199	Q90358	2268849495	1996-08-17	Sierra Gorda.	Sergio Zamudio R.;Emmanuel Pérez-Calix	http://www.tropicos.org/Specimen/100950199	Magnolia rzedowskiana A.Vázquez, Domínguez-Yescas & R.Pedraza	MEXU	MX
urn:catalog:MO:Tropicos:100950224	Q101559	2268850422	2008-11-06	Santiago Tilantongo, 6 km al O de Santiago Tilantongo, en el cerro Monte Negro, Mixteca.	Remedios Martínez G.	http://www.tropicos.org/Specimen/100950224	Salvia tilantongensis J.G.González & Aguilar-Sant.	IBUG	MX
urn:catalog:MO:Tropicos:100950236	Q73397	2268849978	1990-07-07	El Jagüey.	Emmanuel Pérez-Calix;Eustolia García López	http://www.tropicos.org/Specimen/100950236	Brongniartia herbacea R.Grether & Rzed.	IEB	MX
urn:catalog:MO:Tropicos:100950264	Q108113	2268850573	1979-06-05	Protected due to name conservation status	Michael T. Madison	http://www.tropicos.org/Specimen/100950264	Xanthosoma stenospathum Madison	SEL	PE
urn:catalog:MO:Tropicos:100950276	Q95259	2268850618	1987-11-02	Mun. de S. Gabriel da Cachoeira, Rio Içana, Jauacanã.	Cyl Farney;William A. Rodrigues	http://www.tropicos.org/Specimen/100950276	Pagamea spruceana Vicent. & E.M.B.Prata	MO	BR
urn:catalog:MO:Tropicos:100950430	Q78590	2268850820	1990-12-06	Cañón del río Estórax, cerca de El Plátano.	Sergio Zamudio R.;E. Carranza G.	http://www.tropicos.org/Specimen/100950430	Dalea estoraxana Rzed. & Calderón	IEB	MX
urn:catalog:MO:Tropicos:100950475	Q80261	2268850866	2010-11-24	Mpio. San Gabriel, cerro al eoste de Apango.	David Jimeno-Sevilla;Francisco J. Santana M.;D. Vergara-Rodríguez;M. Castañeda	http://www.tropicos.org/Specimen/100950475	Echeveria rulfiana Jimeno-Sevilla, Santana Mich. & P.Carrillo	IBUG	MX
urn:catalog:MO:Tropicos:100950481	Q107627	2268850074	2004-08-25	Mpio, San Gabriel, km 20 camino Tapalpa - San Gabriel (aprox. 4.5 km en línea recta al NO de Jiquilpan).	Pablo Carrillo-Reyes;Aarón Kennedy	http://www.tropicos.org/Specimen/100950481	Villadia ramirezii P.Carrillo	IBUG	MX
urn:catalog:MO:Tropicos:100950636	Q79944	2268851122	2016-10-27	Atsinanana, Vatomandry, Ambalabe, Sahanionaka. Forêt de Vohibe, en haut de la chute Tsitondroina, site n°2. Echantillons préservés en alcool.	Nivo H. Rakotoarivelo;Fortunat Rakotoarivony;C. Zafindrafeno;Y. J. Lezafy	http://www.tropicos.org/Specimen/100950636	Drosera arachnoides Rakotoar. & A.Fleischm.	P	MG
urn:catalog:MO:Tropicos:100951232	Q102534	2268850852	2012-04-13	Yunga District. E of Yunga, terrestrial on bare clayey soils on the peaks of Perusa mountain	Daniel B. Montesinos T.;F. Calisaya	http://www.tropicos.org/Specimen/100951232	Senecio sykorae Montesinos	HUSA	PE
urn:catalog:MO:Tropicos:100951245	Q102540	2268851266	2011-04-07	Ubinas District: NW of Tassa, terrestrial on clayey and rocky soils on the summit of Pirhuani peak	Daniel B. Montesinos T.	http://www.tropicos.org/Specimen/100951245	Senecio tassaensis Montesinos	MOL	PE
urn:catalog:MO:Tropicos:100951911	Q105205	2268853051	2015-09-16	Altos de Cerro Azul. El Torreón, Calle Kirpatrick, a un costado de casa de Bill Adsett.	Orlando Ortiz;A. de Sedas M.;P. Palma;Jerry S. Harrison;L. Harrison;Y. González	http://www.tropicos.org/Specimen/100951911	Syngonium adsettiorum Croat, O.Ortiz & J.S.Harrison	PMA	PA
urn:catalog:MO:Tropicos:100951975	Q87827	2268852198			Pehr Kalm	http://www.tropicos.org/Specimen/100951975	Juncus nodosus L.	LINN	CA
urn:catalog:MO:Tropicos:100952697	Q75061	2268853361	2008-01-17	Comunidade São Pedro, propriedade Sr. João Ferreira, Pedra da Bandeira	Marcelo da Costa Souza;M.M. Saavedra;R.F. Monteiro;C.N. Fraga	http://www.tropicos.org/Specimen/100952697	Casearia souzae R.Marquete & Mansano	SPF	BR
urn:catalog:MO:Tropicos:100953532	Q102205	2268852805	2001-11-01	Ubatuba, Parque Estadual da Serra do Mar, Núcleo Picinguaba, trail to Pico Corcovado,	A. Salino;V.A.O. Dittrich;P.O. Morais;Fernanda A. Carvalho;L. C. R. S. Teixeira;A.M. Oliveira	http://www.tropicos.org/Specimen/100953532	Selaginella nanuzae Valdespino	PMA	BR
urn:catalog:MO:Tropicos:100953533	Q102206	2268852932	1879-07-07	Morro de Cubiçado, Gularte area	Auguste F. M. Glaziou	http://www.tropicos.org/Specimen/100953533	Selaginella neospringiana Valdespino	C	BR
urn:catalog:MO:Tropicos:100953534	Q102213	2268852464	2001-11-12	Engenho Coimbra, Grota do Vargão	M. Oliveira	http://www.tropicos.org/Specimen/100953534	Selaginella pellucidopunctata Valdespino	PMA	BR
urn:catalog:MO:Tropicos:100953536	Q102233	2268853654	2010-08-31	S11D, UTM-Zone 22M: 9293819 575625	T.E. Almeida;et al.	http://www.tropicos.org/Specimen/100953536	Selaginella stomatoloma Valdespino	PMA	BR
urn:catalog:MO:Tropicos:100953539	Q102241	2268853293	2009-06-01	Serra do Azeite, Pocrane	T.E. Almeida;D.T. Souza;M.M.T. Cota	http://www.tropicos.org/Specimen/100953539	Selaginella trygonoides Valdespino	PMA	BR
urn:catalog:MO:Tropicos:100953540	Q102165	2268852433	2006-10-05	Santo Antônio do Itambé, Parque Estadual do Pico do Itambé	T.E. Almeida;et al.	http://www.tropicos.org/Specimen/100953540	Selaginella alstonii G.Heringer, Salino & Valdespino	PMA	BR
urn:catalog:MO:Tropicos:100953544	Q102172	2268853774	1985-01-30	Cerro de la Neblina, Camp 7, 5.1 km NE Pico Phelps, along Cano Gardner	Joseph M. Beitel	http://www.tropicos.org/Specimen/100953544	Selaginella beitelii A.R.Sm.	NY	VE
urn:catalog:MO:Tropicos:100953546	Q102174	2268855022	1986-04-15	vicinity of Panare village of Corozal, 6 km from Maniapure toward Caicara	Brian M. Boom;Margot Grillo	http://www.tropicos.org/Specimen/100953546	Selaginella boomii Valdespino	MYF	VE
urn:catalog:MO:Tropicos:100953553	Q102183	2268855512	1988-12-01	Mun.: Agua Quente. Pico das Almas. Vertente oeste. Trilho do povoado da Sta. Rosa, 35 km W of the city	R. M. Harley;Nigel P. Taylor	http://www.tropicos.org/Specimen/100953553	Selaginella crinita Valdespino	K	BR
urn:catalog:MO:Tropicos:100953646	Q79372	2268853805	2017-01-11	Protected due to name conservation status	Porter P. Lowry II;George E. Schatz;Richard Razakamalala;Richard Randrianaivo;Jean Noël;Sylvain	http://www.tropicos.org/Specimen/100953646	Diospyros grandiflora G.E.Schatz & Lowry	G	MG
urn:catalog:MO:Tropicos:100954329	Q103142	2268853215	2014-01	Finca Siguanha, en bosque nuboso	Fredy Archila Morales	http://www.tropicos.org/Specimen/100954329	Sobralia gnoma Archila, Chiron & Szlach.	BIGU	GT
urn:catalog:MO:Tropicos:100954340	Q79081	2268854007	2014-11-23	Berge de l'Approuague, floraison en culture	Sambin, Aurélien	http://www.tropicos.org/Specimen/100954340	Dichaea virginalis Sambin & Chiron	CAY	GF
urn:catalog:MO:Tropicos:100954355	Q74683	2268854085	2011-11	Aldea Seconon	Fredy Archila Morales;Francisco Archila	http://www.tropicos.org/Specimen/100954355	Campylocentrum lutheri Archila & Chiron	BIGU	GT
urn:catalog:MO:Tropicos:100954360	Q98236	2268854860	2010-04		Fredy Archila Morales	http://www.tropicos.org/Specimen/100954360	Platystele ovipositoglossa Archila & Chiron	BIGU	GT
urn:catalog:MO:Tropicos:100954365	Q102192	2268854161	1989-07-29	Upper Potaro River region, vicinity of Kopinang village	Brian M. Boom;Gary Samuels	http://www.tropicos.org/Specimen/100954365	Selaginella gynostachya Valdespino	NY	GY
urn:catalog:MO:Tropicos:100954431	Q108037	2268853652	2014-04-14	Distrito de Chepigana, Parque Nacional Darién, camino hacia la cima de Cerro Sapo.	Orlando Ortiz	http://www.tropicos.org/Specimen/100954431	Xanthosoma cerrosapense Croat & O.Ortiz	PMA	PA
urn:catalog:MO:Tropicos:100954498	Q77668	2268855610	1978-07-27	Cerro Pedregoso, ca. de Chamela.	L. Alfredo Pérez J.	http://www.tropicos.org/Specimen/100954498	Croton mazapensis var. pacificus G.L.Webster	DAV	MX
urn:catalog:MO:Tropicos:100954545	Q107207	2268855388	2013	Nord-est du département, sur la commune de Sinnamary, près de Petit Saut	Sambin, Aurélien	http://www.tropicos.org/Specimen/100954545	Vanilla inornata Sambin & Chiron	CAY	GF
urn:catalog:MO:Tropicos:100954547	Q107196	2268853078	2013-12	Sud-est du département, berge de l'Approuage, saut grand Machikou	V. Pelletier	http://www.tropicos.org/Specimen/100954547	Vanilla aspericaulis Sambin & Chiron	CAY	GF
urn:catalog:MO:Tropicos:100954555	Q79071	2268854459	1997-01	en forêts nuageuses	Fredy Archila Morales;Claudia Bendfeldt de Archila	http://www.tropicos.org/Specimen/100954555	Dichaea melunae Archila & Chiron	BIGU	GT
